ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
604,冰川海湾,[ph],部落军队驶向霜火岭时，他们的船只几乎是完好无损地抵达了目的地。兽人或许并不是没脑子的莽夫，虽然他们还是丢下了许多值钱的货物。,83,45,0,0,2,40,2,2,100,1101,0,203,0,0,34843,73,100,0,28800,0,1814400,30,3000,0,30,0,0,1,0,0
605,传家宝,[ph],你就把它们当成是你的哥哥或姐姐穿剩下的吧。不过在穿之前，你最好还是把它们彻底洗一洗，以防万一。,115,94,0,0,2,40,2,2,150,1101,0,203,0,0,34845,73,100,0,64800,0,1814400,30,5000,0,30,0,0,1,0,0
606,华美皮装,[ph],索姆瓦尔的兽人正源源不断地向部落输送优质的毛皮和上好的皮革。让我们那些粗鲁的敌人来穿它们真是太糟蹋东西了。,128,47,0,0,2,40,2,2,150,1101,0,203,0,0,34845,73,100,0,64800,0,1814400,30,5000,0,30,0,0,1,0,0
607,重金属,[ph],这些战列舰上装满了货物，船上的水手连擦洗甲板的活儿都省了。快去教教他们保持警惕的重要性，顺便帮他们减轻点负担吧。,32,85,0,0,2,40,2,2,150,1101,0,203,0,0,34845,73,100,0,64800,0,1814400,30,5000,0,30,0,0,1,0,0
608,接受挑战,[ph],最近，奥鲁纳海岸的地狱咆哮部队越来越少了。如今，部落已经大着胆子把那里当成卸货点了。,373,313,0,0,2,40,2,2,150,1101,0,203,0,0,34845,73,100,0,64800,0,1814400,30,5000,0,30,0,0,1,0,0
609,刀鳍的狞笑,[ph],干掉那艘敌方的补给船，但行动一定要快，以防有人狗急跳墙。霜冻深渊这个名字可不是随便叫叫的。,79,182,0,0,2,40,2,2,75,1101,0,203,0,0,34843,73,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
610,勒纳尼海滩,[ph],获取高品质皮革的过程是很乏味的，但部落计划剥制这里的多头蛇皮革。这个活儿可不轻松，我们正好来个黄雀在后，赚它个盆满钵满。,399,36,0,0,2,40,2,2,75,1101,0,203,0,0,34843,73,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
611,死亡金属,[ph],驶向沃高尔的补给船必须首先通过苍白海湾的复杂洋流及嶙峋暗礁。我们正好趁机突袭。,81,281,0,0,2,40,2,2,75,1101,0,203,0,0,34843,73,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
612,风靡一时,[ph],兽人的布甲跟我们的一样柔软舒适。告诉你的法师，他们必须弄到这批货物，那就是他们的装备。没有例外，侏儒也得穿。快动手吧。,32,193,0,0,2,40,2,2,75,1101,0,203,0,0,34843,73,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
613,先到先得,[ph],一位前往霜火岭的部落战士不小心在船上丢下了一条魔法项链。快去帮他和他的船解脱吧。,322,274,0,0,2,40,2,2,100,1101,0,203,0,0,34845,73,100,0,28800,0,1814400,30,3000,0,30,0,0,1,0,0
614,[ph],[ph],[ph],693,214,0,0,2,37,2,3,125,1101,0,165,0,0,5793,26,100,0,172800,0,1814400,0,8000,0,50,0,1,1,0,0
615,船，飞机……原来是淡水兽,[ph],钢铁部落发现了一艘偷偷靠近他们堡垒的潜水艇，就迫不及待地扑了上去。遗憾的是，那只是一只淡水兽。,30,455,0,0,2,40,2,2,150,1101,0,205,0,0,34846,82,100,0,64800,0,1814400,30,5000,0,30,0,1,1,0,0
616,海的女儿,[ph],德拉诺的深海见证过无数死亡以及珍贵而短暂的安宁。这艘船和它的船员注定要在大海上永世徘徊。,779,36,0,0,2,40,2,2,200,1101,0,165,0,0,35716,82,100,0,172800,0,1814400,30,8000,0,30,0,1,1,0,0
617,触礁,[ph],这艘幽灵船静静潜伏着，准备攻击一切靠近戈尔隆德东海岸浅滩的水手。,551,238,0,0,2,40,2,2,150,1101,0,165,0,0,34848,82,100,0,28800,0,172800,30,3000,0,30,0,1,1,0,0
618,鲜血、黄金与悔恨,[ph],巨额的财富反而导致了这艘驱逐舰的灭亡。船员们自相残杀，最后变成被诅咒的幽灵，再也没法花用他们拿命换来的黄金了。,216,457,0,0,2,40,2,2,150,1101,0,205,0,0,34849,82,100,0,172800,0,172800,30,8000,0,30,0,1,1,0,0
619,营救失怙水生动物,[ph],纳格兰的沿海出现了一条被遗弃的小鲨鱼。别让钢铁部落抓走它，它或许会愿意跟你回家。,203,545,0,0,2,40,2,2,150,1101,0,205,0,0,34166,82,100,0,64800,0,1814400,30,5000,0,30,0,1,1,0,0
620,他们的黄金,[ph],未知的海域对这些水手来说显然是致命的，如今他们已化身凶残的幽灵，在这一带游荡。据说，他们在死前都是富翁。,858,283,0,0,2,40,2,2,150,1101,0,165,0,0,34636,82,100,0,64800,0,172800,30,5000,0,30,0,1,1,0,0
621,我不怕鬼,[ph],一边是巨额的财富，一边是凶猛的行尸。噢，来吧，我们都知道你会同意的。,753,81,0,0,2,40,2,2,150,1101,0,165,0,0,34636,82,100,0,64800,0,172800,30,5000,0,30,0,1,1,0,0
622,韶华易逝,[ph],由于间谍的破坏，这些航母在开赴战场的途中沉没了。因为没能光荣地战死沙场，船上不甘的幽灵水手们正不断袭击其他船只作为报复。,631,103,0,0,2,40,2,2,150,1101,0,205,0,0,34636,82,100,0,64800,0,172800,30,5000,0,30,0,1,1,0,0
623,穿甲巨舰,[ph],驱逐舰的外层装甲非常厚实，普通弹药根本不可能打穿它。为了能够击穿驱逐舰的装甲，我们特意建造出了战列舰。,92,167,0,0,2,39,2,1,50,1101,0,203,0,0,35572,76,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
624,运输护航,[ph],运输舰可以运送部队、装载珍贵货物。这就派遣一艘运输舰去执行这项训练任务吧，一定要确保它安然抵达目的地。,289,264,0,0,2,39,2,2,50,1101,0,203,0,0,35572,76,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
625,海上风情——偷袭,[ph],为了偷袭毫无防备的航母，我们特意设计出了潜水艇。我们已经在海湾里准备了一艘航母，去看看你能不能偷袭到它吧。,124,231,0,0,2,39,2,1,50,1101,0,203,0,0,34891,76,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
626,定点轰炸演习,[ph],对付战列舰最好的办法就是空中打击。快开上你的航母，让你王牌轰炸机飞行员给它开几个洞吧。,397,81,0,0,2,39,2,1,50,1101,0,203,0,0,34893,76,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
627,[ph],[ph],[ph],105,165,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
628,微妙的深水炸弹,消逝之海,我们在影月谷海岸的不同水深处准备了好几艘潜水艇。开上你的驱逐舰，去练习一下猎杀潜水艇的本领吧。,732,579,0,0,2,39,2,1,50,1101,0,204,0,0,34175,75,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
629,穿甲巨舰,消逝之海,驱逐舰的外层装甲非常厚实，普通弹药根本不可能打穿它。为了能够击穿驱逐舰的装甲，我们特意建造出了战列舰。,843,556,0,0,2,39,2,1,50,1101,0,204,0,0,34175,75,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
630,定点轰炸演习,消逝之海,对付战列舰最好的办法就是空中打击。快开上你的航母，让你王牌轰炸机飞行员给它开几个洞吧。,815,491,0,0,2,39,2,1,50,1101,0,204,0,0,34892,75,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
631,武器测试,消逝之海,[ph],579,414,0,0,2,39,2,2,30,1101,0,204,0,0,5793,26,100,0,3600,0,1814400,0,1000,0,50,0,0,1,0,0
632,空袭,消逝之海,[ph],781,476,0,0,2,39,2,2,30,1101,0,204,0,0,5793,26,100,0,3600,0,1814400,0,1000,0,50,0,0,1,0,0
633,擒贼擒王,隔绝之海,占领铁拳港并拷问俘虏，了解古尔丹的旗舰下落。,712,152,0,0,2,48,2,2,150,1101,0,165,0,0,35652,84,100,0,172800,0,1814400,30,8000,0,30,0,0,1,0,0
634,提供线索,咸水海沟,俘虏招供说，古尔丹的旗舰最后一次出现，就是在这片危险的浅滩内。,328,588,0,0,2,48,2,2,150,1101,0,205,0,0,35653,84,100,0,172800,0,1814400,30,8000,0,30,0,0,1,0,0
635,测试任务安德斯,某个地方,如果这是当天的第一个任务，那么应该会大幅提升你的成功率。还会给你一个超酷的物品！,696,386,0,0,3,10,4,2,5,1220,0,106,0,27,5703,64,0,0,2,0,86400,1,0,0,0,7334,1,1,0,0
636,小打小闹,塔纳安海峡,我们在基地附近发现了一艘部落潜水艇。快派出你的新型驱逐舰击沉它吧。,558,407,0,0,2,39,2,2,10,1101,0,204,0,0,34424,69,100,0,60,0,9999999,30,5,0,100,0,8,1,0,0
637,接收补给,铁城港,我们的前沿岗哨绘制了新的图纸并制造了一艘舰船样品。派出你的运输舰把东西运回来吧。,581,227,0,0,2,39,2,1,5,1101,0,204,0,0,34421,69,100,0,60,0,9999999,30,5,0,0,0,0,1,0,0
638,小打小闹,赞加海,我们在基地附近发现了一艘联盟潜水艇。快派出你的新型驱逐舰击沉它吧。,223,238,0,0,2,39,2,2,10,1101,0,203,0,0,34321,68,100,0,60,0,9999999,30,5,0,100,0,8,1,0,0
639,接收补给,赞加海,我们的前沿岗哨绘制了新的图纸并制造了一艘舰船样品。派出你的运输舰把东西运回来吧。,581,221,0,0,2,39,2,1,5,1101,0,203,0,0,34422,68,100,0,60,0,9999999,30,5,0,0,0,0,1,0,0
640,通讯测试,消逝之海,[ph],841,581,0,0,2,39,2,2,75,1101,0,204,0,0,5793,26,100,0,28800,0,1814400,0,2500,0,50,0,0,1,0,0
641,高低错落,消逝之海,[ph],908,478,0,0,2,39,2,2,75,1101,0,204,0,0,5793,26,100,0,28800,0,1814400,0,2500,0,50,0,0,1,0,0
642,邪火狂热,[ph],黑石铸造厂生产出无数弹药，然后在地狱火堡垒中灌注邪能。我们必须尽力拦截或摧毁那些弹药，这对战局至关重要。,629,208,0,0,2,40,2,2,200,1101,0,165,0,0,34750,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
643,邪能之乱,[ph],钢铁掠夺者的修缮维护工作是全天候的，需要黑石铸造厂稳定供应零部件。去干扰一下他们的补给线吧。,629,206,0,0,2,40,2,2,200,1101,0,165,0,0,34752,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
644,邪能战争,[ph],黑石铸造厂会定期将新造好的火炮运往塔纳安，用以加固地狱火堡垒的防御。我们每击沉一艘运输舰，都能拯救数千条生命。,629,201,0,0,2,40,2,2,200,1101,0,165,0,0,34751,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
645,寻找创世之柱,阿苏纳,这里肯定有人知道创世之柱的下落。我们必须找到他们。,696,386,0,0,3,16,4,1,0,824,0,105,0,29,5703,81,100,0,60,0,9999999,50,100,0,0,7334,0,1,0,0
646,兄弟同袍,阿苏纳 - 伊利达雷哨所,想要与军团有一战之力，我们需要招募最无畏的恶魔猎手。,696,386,0,0,3,11,4,1,0,824,0,164,0,27,5703,81,100,0,60,0,9999999,50,100,0,0,7334,0,1,0,0
647,黑市日志,[ph],一只浸水的箱子被冲上了海岸。快冲破钢铁部落的封锁，把它弄回来。,667,148,0,0,2,40,2,2,150,1101,0,205,0,0,34855,82,100,0,64800,0,1814400,30,5000,0,30,0,1,1,0,0
648,找到传送门,阿苏纳,若能找到可使用的军团传送门，我们就能对一个军团世界发动攻击，并将它据为己有。,696,386,0,0,3,46,4,2,0,824,0,104,0,29,5703,81,100,0,60,0,9999999,50,100,0,0,7334,0,1,0,0
649,看在仇恨的份上,[ph],邪恶的瓦卡和她的船员曾经横行德拉诺诸海，肆无忌惮地抢劫船只，杀害船员。如今，这些因恶行而受到诅咒的家伙还在迁怒于生者。,886,128,0,0,2,40,2,2,200,1101,0,165,0,0,35717,82,100,0,172800,0,1814400,30,8000,0,30,0,1,1,0,0
650,顺我者昌,[ph],虽然狡猾的基拉斯曾打出过许多经典的伏击战，却因为沉迷赌博而声名狼藉。据说直到现在，他还是离不开纸牌和骰子。,893,53,0,0,2,40,2,2,200,1101,0,165,0,0,35715,82,100,0,172800,0,1814400,30,8000,0,30,0,1,1,0,0
651,封锁线：南海,南海,攻破钢铁部落的封锁线，将他们赶出南海，获取纳格兰的原生资源。,294,584,0,0,2,50,2,2,50,1101,20,205,0,0,35540,80,100,0,1800,0,9999999,30,500,0,30,0,0,1,0,0
652,封锁线：隔绝之海,隔绝之海,攻破钢铁部落位于隔绝之海的防线，打开进入塔纳安周围水域的通道，从而开启地狱火堡垒的海军行动。,796,126,0,0,2,50,2,2,50,1101,17,165,0,0,34963,79,100,0,1800,0,9999999,30,2000,0,30,0,0,1,0,0
653,[ph],[ph],[ph],21,210,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
654,[ph],[ph],[ph],339,53,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
655,[ph],[ph],[ph],96,182,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
656,[ph],[ph],[ph],12,109,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
657,[ph],[ph],[ph],17,32,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
658,[ph],[ph],[ph],130,118,0,0,2,39,2,1,20,1101,0,203,0,0,5793,26,100,0,1800,0,1814400,0,400,0,50,0,0,1,0,0
659,运输护航,[ph],运输舰可以运送部队、装载珍贵货物。这就派遣一艘运输舰去执行这项训练任务吧，一定要确保它安然抵达目的地。,624,442,0,0,2,39,2,2,50,1101,0,204,0,0,34175,75,100,0,14400,0,1814400,30,500,0,30,0,0,1,0,0
660,[ph],[ph],[ph],775,450,0,0,2,39,2,2,75,1101,0,204,0,0,5793,26,100,0,28800,0,1814400,0,2500,0,50,0,0,1,0,0
661,[ph],[ph],[ph],886,581,0,0,2,39,2,2,75,1101,0,204,0,0,5793,26,100,0,28800,0,1814400,0,2500,0,50,0,0,1,0,0
662,[ph],消逝之海,[ph],903,599,0,0,2,39,2,2,30,1101,0,204,0,0,5793,26,100,0,3600,0,1814400,0,1000,0,50,0,0,1,0,0
663,沼泽荧光虫蜜,影月谷,沼泽荧光虫蜂巢里黏稠甜美的液体非常易燃。去挖一些来，我们可以把它当做天然的原油替代品。,0,0,0,0,2,3,1,3,15,824,0,106,0,28,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
664,深渊魔核心,塔拉多,攻打沙塔斯的深渊魔有着白热的核心，如果我们可以弄点来的话，可以把它作为压缩燃料使用。,0,0,0,0,2,3,1,3,15,824,0,105,0,27,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
665,烂脸,戈尔隆德,烂脸拖住了我们的一小队盟友，他们携带着从黑石铸造厂弄来的原油。快去帮他们把原油运回我们要塞吧。,0,0,0,0,2,3,1,3,15,824,0,103,0,17,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
666,不安的亡灵,纳格兰,在纳格兰，有一位战歌氏族老萨满的灵魂受到了惊扰。如果我们能让他重新安息，那里的食人魔愿意向我们提供一些补给作为报酬。,0,0,0,0,2,3,1,3,15,824,0,104,0,13,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
667,不要蜜蜂！,阿兰卡峰林,我们在阿兰卡峰林的盟友请求我们帮忙对付一群暴怒的野蜂，蜂群已经威胁到了他们的原油开采工作。,0,0,0,0,2,3,1,3,15,824,0,107,0,25,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
668,水晶能量,奥金顿,奥金顿深处的德莱尼能量水晶仍然散发着生命的嗡鸣。它们肯定可以作为燃料使用。,0,0,0,0,2,3,1,3,20,824,0,105,0,24,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
669,水上悲情,永茂林地,两只巨大的水怪守护着永茂林地深处一株能够生产原油的奇怪植物。我们得去调查一下。,0,0,0,0,2,3,1,3,20,824,0,103,0,18,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
670,超级炉渣兄弟,血槌炉渣矿井,两个强大的食人魔占据了一部分矿区，那里正巧有一批珍贵的燃料。,0,0,0,0,2,3,1,3,20,824,0,101,0,23,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
671,虚空幻境,影月墓地,可怕的虚空生物正源源不断地从墓地的裂口处涌出。裂口下面可能还会有一些值钱的东西。,0,0,0,0,2,3,1,3,20,824,0,106,0,19,28576,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
672,巨兽之眼,黑石山,一位兽王正护送一批原油前往黑石山。快去阻止他！,0,0,0,0,2,3,1,3,30,824,0,164,0,27,28886,38,100,630,28800,0,129600,0,1500,0,0,0,0,1,0,0
673,带刺的玫瑰,戈尔隆德,在戈尔隆德新近形成的焦油坑附近出现了一群魔荚人。如果我们击败他们，就可以抽取那里的燃料了。,0,0,0,0,2,3,1,3,30,824,0,103,0,28,28886,38,100,630,28800,0,129600,0,1500,0,0,0,0,1,0,0
674,食秽者,阿兰卡峰林,阿兰卡峰林的腐化之血将那里的食腐生物都变成了亡灵怪物。,0,0,0,0,2,3,1,3,30,824,0,107,0,13,28886,38,100,630,28800,0,129600,0,1500,0,0,0,0,1,0,0
675,霜火岭的资源,霜火岭,我们在霜火岭发现了一辆老旧的食人魔篷车。不怀好意的野生动物已经包围了它。那辆车上装的好像是原油。,0,0,0,0,2,3,1,2,40,824,0,101,0,23,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
676,邪污之血,影月谷,虚空对德拉诺的影响愈发明显了。大地中涌出了邪污之血。,0,0,0,0,2,3,1,2,40,824,0,106,0,19,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
677,又是死神的撕咬？,塔拉多,一只名叫死颚的大蜘蛛变成了亡灵，再次横行于塔拉多。,0,0,0,0,2,3,1,2,60,824,0,105,0,13,32934,62,100,675,36000,0,129600,0,1500,0,0,0,0,1,0,0
678,烈焰之友,黑石铸造厂,黑石铸造厂的深处出现了一群燃烬狼崽。如果我们能救出它们，它们或许就会在要塞里住下了。,0,0,0,0,2,3,1,3,100,824,0,103,0,27,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
679,毁灭者X2,戈尔隆德,戈尔隆德出现两只巨型毁灭者。还有比这更能证明实力的挑战吗？,0,0,0,0,2,3,1,3,100,824,0,103,0,22,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
680,火刃剑圣,纳格兰,纳格兰的骚乱惊动了一群火刃氏族剑圣的灵魂。我们得去调查一下。,0,0,0,0,2,3,1,3,100,824,0,104,0,29,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
681,鸦人遗产,阿兰卡峰林,阿兰卡峰林的鸦人们警惕地看守着一些含有未知知识的古老神器。,0,0,0,0,2,3,1,3,100,824,0,107,0,28,5793,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
682,食人魔的困境,霜火岭,食人魔在霜火岭发现了一大箱补给。有人想出去打几只食人魔玩吗？,0,0,0,0,2,3,1,3,100,824,0,101,0,23,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
683,暴雪嘉年华,霜火岭,一群冰霜之怒聚集在霜火岭的雪原上，袭击了一辆运送珍贵武器的篷车。,0,0,0,0,2,3,1,3,100,824,0,106,0,24,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
684,可怕的恐魔,塔拉多,传说沙塔斯附近有一群可怕的恶魔，见过它们的人都被逼疯了。,0,0,0,0,2,3,1,3,100,824,0,105,0,26,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
685,恐怖动物园,塔纳安丛林,塔纳安丛林是一片严酷的土地，那里居住着这个世界上最强大野兽。,0,0,0,0,2,3,1,3,100,824,0,102,0,25,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
686,吞噬虚空,影月墓地,墓地中发现了一条黑暗的裂口。天知道有什么在那里等着我们呢。,0,0,0,0,2,3,1,3,100,824,0,106,0,24,34748,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
687,植物造反,影月谷,影月谷的木精又卷土重来了，而且实力更胜往昔。去让他们看看我们的力量，顺便测试一下自己有没有进步吧。,0,0,0,0,2,3,1,3,100,824,0,106,0,28,5703,87,100,675,43200,0,604800,0,2000,0,0,0,1,1,0,0
688,显而易见的真相,[ph],一艘当地的私掠船正受雇攻击影月谷附近的联盟船只。你要做的就是越过钢铁部落在南海的封锁线，将一批货物走私过去。,68,483,0,0,2,47,2,2,50,1101,0,205,0,0,34857,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
689,显而易见的真相,[ph],一艘当地的私掠船正为敌人效力，攻击影月谷附近的联盟船只。你要做的就是越过钢铁部落在南海的封锁线，将一批货物偷运过去。,246,566,0,0,2,47,2,2,50,1101,0,205,0,0,34857,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
690,显而易见的真相,[ph],一艘当地的私掠船正为敌人效力，攻击影月谷附近的部落船只。你要做的就是越过钢铁部落在南海的封锁线，将一批货物偷运过去。,68,483,0,0,2,47,2,2,50,1101,0,205,0,0,34856,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
691,显而易见的真相,[ph],一艘当地的私掠船正为敌人效力，攻击影月谷附近的部落船只。你要做的就是越过钢铁部落在南海的封锁线，将一批货物偷运过去。,79,564,0,0,2,47,2,2,50,1101,0,205,0,0,34856,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
692,伪酱油党……,[ph],索卡什船长发现自己被一群联盟舰船火力压制了。如果你帮他一把，他愿意镇守北方，提高你的舰队所获得的经验值。,873,571,0,0,2,47,2,2,50,1101,0,204,0,0,34841,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
693,伪酱油党……,[ph],瑞妮娅船长发现自己被一群部落舰船火力压制了。如果你帮她一把，她愿意镇守东北方，提高你的舰队所获得的经验值。,231,38,0,0,2,47,2,2,50,1101,0,203,0,0,34844,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
694,驯服海怪,[ph],一只海怪正瑟缩地漂浮在海面上，周围是钢铁部落的舰队。快去把它从钢铁部落的魔爪中救出来，它或许会愿意帮助我们。,244,566,0,0,2,47,2,2,50,1101,0,205,0,0,34846,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
695,驯服海怪,[ph],一只海怪正瑟缩地漂浮在海面上，周围是钢铁部落的舰队。快去把它从钢铁部落的魔爪中救出来，它或许会愿意帮助我们。,68,483,0,0,2,47,2,2,50,1101,0,205,0,0,34846,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
696,中和器,[ph],钢铁部落在纳格兰南部发现了一座废弃的飞艇基地。如果我们保住那座基地，就可以对塔纳安进行空中支援了。,79,562,0,0,2,47,2,2,50,1101,0,205,0,0,34846,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
697,中和器,[ph],钢铁部落在纳格兰南部发现了一座废弃的飞艇基地。如果我们保住那座基地，就可以对塔纳安进行空中支援了。,79,558,0,0,2,47,2,2,50,1101,0,205,0,0,34846,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
698,生财有道,[ph],一批钢铁部落的货物正在横渡塔纳安海域，其中包括纳格兰海底的藏宝图。如果你能将它拦截下来，就可以将这批地图收归己用了。,830,85,0,0,2,47,2,2,50,1101,0,165,0,0,34438,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
699,生财有道,[ph],一批钢铁部落的货物正在横渡塔纳安海域，其中包括纳格兰海底的藏宝图。如果你能将它拦截下来，就可以将这批地图收归己用了。,654,32,0,0,2,47,2,2,50,1101,0,165,0,0,34438,86,100,0,14400,0,1814400,30,2000,0,30,0,0,1,0,0
701,邪火狂热,[ph],黑石铸造厂生产出无数弹药，然后在地狱火堡垒中灌注邪能。我们必须尽力拦截或摧毁那些弹药，这对战局至关重要。,629,208,0,0,2,40,2,2,200,1101,0,165,0,0,34750,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
702,邪火狂热,[ph],无数弹药正源源不断地从黑石铸造厂中生产出来，然后在地狱火堡垒中灌注邪能。我们必须尽力拦截或摧毁那些弹药，这对战局至关重要。,629,208,0,0,2,40,2,2,200,1101,0,165,0,0,34750,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
703,邪火狂热,[ph],无数弹药正源源不断地从黑石铸造厂中生产出来，然后在地狱火堡垒中灌注邪能。我们必须尽力拦截或摧毁那些弹药，这对战局至关重要。,629,208,0,0,2,40,2,2,200,1101,0,165,0,0,34750,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
704,邪火狂热,[ph],无数弹药正源源不断地从黑石铸造厂中生产出来，然后在地狱火堡垒中灌注邪能。我们必须尽力拦截或摧毁那些弹药，这对战局至关重要。,629,208,0,0,2,40,2,2,200,1101,0,165,0,0,34750,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
705,邪能之乱,[ph],敌人要日夜不间断地维护钢铁掠夺者，而这样的维护工作需要黑石铸造厂稳定供应零部件。去干扰一下他们的补给线吧。,629,206,0,0,2,40,2,2,200,1101,0,165,0,0,34752,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
706,邪能之乱,[ph],敌人要日夜不间断地维护钢铁掠夺者，而这样的维护工作需要黑石铸造厂稳定供应零部件。去干扰一下他们的补给线吧。,629,206,0,0,2,40,2,2,200,1101,0,165,0,0,34752,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
707,邪能之乱,[ph],敌人要日夜不间断地维护钢铁掠夺者，而这样的维护工作需要黑石铸造厂稳定供应零部件。去干扰一下他们的补给线吧。,629,206,0,0,2,40,2,2,200,1101,0,165,0,0,34752,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
708,邪能之乱,[ph],敌人要日夜不间断地维护钢铁掠夺者，而这样的维护工作需要黑石铸造厂稳定供应零部件。去干扰一下他们的补给线吧。,629,206,0,0,2,40,2,2,200,1101,0,165,0,0,34752,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
709,邪能战争,[ph],黑石铸造厂会定期将新造好的火炮运往塔纳安，用以加固地狱火堡垒的防御。我们每击沉一艘运输舰，都能拯救数千条生命。,629,201,0,0,2,40,2,2,200,1101,0,165,0,0,34751,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
710,邪能战争,[ph],黑石铸造厂会定期将新造好的火炮运往塔纳安，用以加固地狱火堡垒的防御。我们每击沉一艘运输舰，都能拯救数千条生命。,629,201,0,0,2,40,2,2,200,1101,0,165,0,0,34751,83,100,0,14400,0,1814400,30,2000,0,30,0,1,1,0,0
