ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
362,雷霆王座,在數千年前，潘達利亞從卡林多分離時，一片迷霧籠罩了這個新形成的大地，同時隱匿了遠古邪惡之力的餘孽:雷神的雷霆王座。在雷神統治的期間，這個城塞就是其力量的中樞。就算他死後，這裡始終有股強大的穢邪能量縈繞不去。現在復甦的雷王和贊達拉食人妖打算控制這股力量，復興雷王王朝。,1098,828450,828453,838785,828454,0,0,0
369,圍攻奧格瑪,在恆春谷慘遭蹂躪後，卡爾洛斯‧地獄吼的自大所燃起的緊張態勢達到了頂點。聯盟與部落的領袖圍攻地獄吼的都城，打算一舉推翻這名殘暴的大酋長!,1136,904980,904981,904241,904982,0,0,0
385,血槌熔渣礦場,血槌巨魔在霜火峰北方外圍的炙熱活火山洞窟中，以粗暴殘虐的方式進行採礦活動。來自德拉諾各地的奴隸被送到礦坑中，但從來沒有人能夠生還。熔渣礦坑產出了相當豐富的寶石和礦藏，但謠傳指出這些礦坑的真正的目的，是想挖掘出擁有強大力量的古代神器。,1175,1041968,1041994,1042059,1041984,1,0,0
457,黑石鑄造場,這座鑄造廠是黑石獸人的祖傳家園，也是技藝高超的鐵匠熔煉和鍛造這種與他們氏族同名、堅硬程度難以置信的金屬之地。如今，被雷霆王氏族活捉與降服的巨人在高溫的大鍛爐工作，由燃刃部族的控火者為礦石注入火焰之力，然後工程人員根據其他世界傳來的設計圖，將熔渣塑形為各種兵器。黑手酋長的鑄造廠是鋼鐵部落的軍事力量核心，大量生產用來夷平艾澤拉斯的武器。,1205,1041967,1041993,1042058,1041983,0,0,0
476,擎天峰,座落於阿拉卡山峰頂的雲霧之間，擎天峰乃是魯克馬爾擁護者的權力寶座。阿拉卡人已經收集並駕馭了祖先留下來的頂尖科技，現在準備將聚焦之後的太陽之力，釋放到敵人身上。,1209,1041973,1041999,1042064,1041989,1,0,0
477,天槌,天槌是戈利安帝國的權力中心，代代傳承的巨魔文明統治了德拉諾，直到德萊尼抵達之後才打破這個局面。天槌是一座巨大的城市，其規劃設計和興盛繁榮的程度徹底打破了巨魔惡名昭彰的粗鄙愚蠢形象。裡頭滿是活躍的市場和富有的貴族，而大競技場觀眾的歡呼聲更是響徹了貧民窟的簡陋市街。不論從城牆內的任何角落，都能清楚看到統治者瑪爾戈克的城塞，拉出一道長長的影子，讓所有人忘不掉他的嚴密監控和鐵腕手段。,1228,1041971,1041997,1042062,1041987,0,0,0
536,恐軌車站,恐軌車站是鋼鐵部落軍隊的主要補給與運輸中樞，可以把部隊和黑石鑄造場生產出來的武器裝備運送到橫跨德拉諾各處的戰爭前線。車站的名字取自巨大的「恐軌列車」，可以載運整支軍隊和各式火砲。現在，恐軌列車更裝載了巨大的軌道砲，威力大到足以擊碎保護撒塔斯的護盾，而且正打算整裝開拔…,1208,1041970,1041996,1042061,1041986,1,0,0
537,影月墓地,影月氏族的傳統埋骨之地，是無數世代祖先的最後安息場所。墮落的酋長耐祖奧沉淪到邪惡深處，為了追尋力量，不惜犧牲自己氏族的靈魂。現在先祖之魂已經無法安息、飽受苦難，被當做邪惡儀式的能量。如果任其繼續下去，將會把整個德拉諾拉進虛空之中。,1176,1041972,1041998,1042063,1041988,1,0,0
547,奧齊頓,奧齊頓是德萊尼的神聖陵墓，一個受到聖光眷顧的聖所，讓死者靈魂不再痛苦。水晶般的建築物也具備防護功能，屏蔽德萊尼的靈魂，遠離他們的永世敵人：燃燒軍團。燃燒軍團對德萊尼的靈魂具有永恆的執著，讓古爾丹和暗影議會對這個地方抱持著高度興趣，想利用這一點從惡魔主人手中取得好處。,1182,1041966,1041992,1042057,1041982,1,0,0
556,永茂林,在關閉黑暗之門之後，祈倫托認清想要在敵人的土地上對抗鋼鐵部落，他們需要一條增援用的補給線。所以，他們在德拉諾四處建立了前哨站，並以魔法連結回艾澤拉斯。不幸的是，其中一個位於黑石鑄造場附近、看來很適合作為主要戰略地點的前哨站，恰好就是波塔尼所稱的永茂林，而且是它們在格古隆德林地當中的聖地。前哨站一夕之間就被植物所覆蓋，但是它仍舊和暴風城外圍保持連結…,1279,1060543,1060547,1060551,1060545,1,0,0
557,德拉諾,德拉諾是一塊蠻荒之地，是獸人種族的出生地，並由幾百年前來此庇難的德萊尼命名。在無數的世代中，儘管獸人、德萊尼和戈利安巨魔帝權同時並存，但各種衝突和區域性的小規模戰鬥始終不斷。古老而原始的創造與毀滅力量相互碰撞，在暴力之下保持著均衡。這就是卡爾洛斯逃亡之後所看到的世界。現在，感謝鋼鐵部落以及古爾丹的黑暗之手，兩個世界之間的命運懸於一線之間。,1228,1041969,1041995,1042060,1041985,0,0,0
558,鋼鐵碼頭,鋼鐵碼頭位在格古隆德北邊的海岸，象徵著鋼鐵部落強大的海軍戰力，巨大的戰艦和火砲在黑石鑄造場打造完工後便駐紮在這座壯觀的港口。還有馴服的德拉諾巨獸在此受訓和菁英步兵協同作戰，組成戰力精實的地面打擊部隊，隨時準備出征登岸，擊垮任何膽敢阻止鋼鐵部落的敵人。,1195,1060544,1060548,1060552,1060546,0,0,0
559,黑石塔上層,這一座壯觀堡壘的歷史十分漫長而複雜。黑鐵氏族從幾百年前開始，就對著黑石山深處不斷的進行開鑿，後來被黑龍奈法利安與他的龍群所佔領，而現在黑石塔上層則又成了鋼鐵戰線先鋒的家園。鋼鐵部落在利用這座山做為全面侵攻艾澤拉斯的前哨基地時，還在這邊安排了一個可怕的計畫：在黑石山的心臟地帶設置一個末日武器。,1358,1041974,1042000,1042065,1041990,0,0,0
669,地獄火堡壘,當卡爾洛斯慫恿葛羅瑪許在塔南森林的心臟地帶開始興建這座巨大的堡壘，以便進一步入侵艾澤拉斯時，他還提議將這座堡壘命名為「地獄火」，這個名字來自不同的時空。他夢想過目睹獸人的銅牆鐵壁矗立在未曾遇禍的大地上，那是與他所熟知的外域截然不同的景象。但就算時移事往，他們依然沒有改變。,1448,1135117,1135118,136340,1135119,0,0,0
707,看守者鐵獄,看守者的秘密基地隨著山勢構築，位於艾蘇納深處。此地以魔法結界保護，除了抵禦入侵者以外，也是為了不讓囚犯有機會脫逃。這裡監禁的囚犯都是看守者最可怕的敵人，他們被關在鐵獄之中，直到燃燒軍團發動攻擊，寇達娜背叛，才有機會掙脫束縛。,1493,1411846,1411858,1411870,1411852,1,0,0
716,艾薩拉之眼,艾蘇納海岸線外，有一股上古力量之源潛伏在浪潮之中。艾薩拉女王的勢力曾經遍步整個大陸，在追尋葛剛尼斯潮石納迦如今仍對女王唯命是從。如今風暴逐漸逼近，風起雲湧、雷聲大作，艾薩拉的追隨者準備召喚女王憤怒的化身，毀滅陸地上的一切。,1456,1498149,1498157,1498161,1498153,1,0,0
721,英靈殿,在斯鐸海姆的九霄雲外，泰坦守衛者歐丁集結了艾澤拉斯最強的維酷人戰士，並把他們稱作華爾拉亞。這些雀屏中選的維酷人徘徊在飲宴大廳和獵場之間，不斷測試自己能耐，為了即將到來的大戰做準備。冒險者必須穿過大廳，證明自己有資格站在歐丁面前，才有可能取得阿格拉瑪之盾。,1477,1498150,1498158,1498162,1498154,0,0,0
726,幽暗地道,蘇拉瑪爾雖大，但蘇拉瑪爾地底的網絡更大。夜裔文明處處依賴夜井的力量，而幽暗地道即是將力量送往各處的生命動脈。宛如迷宮般的地道已有數千年歷史，與城市裡的重要建築根基相連。大部分的居民在地面上度過每一天，完全不知道地底有什麼樣的事物…,1516,1411845,1411857,1411869,1411851,0,0,0
727,靈魂之喉,當強大的維酷人戰士之魂前往金光閃閃、永恆閃耀的英靈殿時，那些遭到詛咒的悲慘靈魂會在靈魂之喉周圍徘徊，等待奈格法號從迷霧中前來。奈格法號由骨骸和肌腱組成，負責運送這些悽慘的靈魂到黑爾海姆，落入黑爾雅的手中。,1492,1411844,1411856,1411868,1411850,0,0,0
740,玄鴉堡,玄鴉堡是由古代精靈石匠一鑿一斧地從維爾薩拉最雄壯的山峰開闢而成，在先祖之戰中它擔當了阻擋燃燒軍團的角色。這座牢不可破的堡壘是克塔羅斯‧黑羽堡主的家園，克塔羅斯也曾經是伊利丹的導師。但在最近的燃燒軍團攻擊中，玄鴉堡裡開始瀰漫著一股黑暗的怪異能量，堡內堡外都充斥著無法安息的死者。,1501,1411841,1411853,1411865,1411847,1,0,0
741,熔火之心,,409,1396460,1396586,136346,1396505,0,0,0
742,黑翼之巢,,469,1396454,1396580,136329,1396499,0,0,0
743,安其拉廢墟,,509,1396465,1396591,136320,1396510,0,0,0
744,安其拉神廟,,531,1396467,1396593,136321,1396512,0,0,0
745,卡拉贊,,532,1396458,1396584,136343,1396503,0,0,0
746,戈魯爾之巢,,565,1396456,1396582,136337,1396501,0,0,0
747,瑪瑟里頓的巢穴,,544,1396459,1396585,136340,1396504,0,0,0
748,毒蛇神殿洞穴,,548,608160,608199,136356,608238,0,0,0
749,風暴核心,,550,608179,608218,136362,608257,0,0,0
750,海加爾山之戰,,534,608159,608198,136330,608237,0,0,0
751,黑暗神廟,,564,1396453,1396579,136328,1396498,0,0,0
752,太陽之井高地,,580,1396466,1396592,136361,1396511,0,0,0
753,亞夏梵穹殿,,624,1396470,1396596,303841,1396515,0,0,0
754,納克薩瑪斯,,533,1396461,1396587,136347,1396506,0,0,0
755,黑曜聖所,,615,1396462,1396588,237594,1396507,0,0,0
756,永恆之眼,,616,1396455,1396581,237600,1396500,0,0,0
757,十字軍試煉,,649,1396468,1396594,311221,1396513,0,0,0
758,冰冠城塞,,631,1396457,1396583,336390,1396502,0,0,0
759,奧杜亞,,603,1396469,1396595,304502,1396514,0,0,0
760,奧妮克希亞的巢穴,,249,1396463,1396589,329121,1396508,0,0,0
761,晶紅聖所,,724,1396464,1396590,366689,1396509,0,0,0
762,暗心灌木林,夢魘在夏達希爾的蔭蔽處滋長，曾經豐足的綠林已經不復以往。這裡曾是那些最年長、偉大的德魯伊所珍視的林地，他們曾在高聳的世界樹沉思、冥想，但現在放眼望去，只剩下腐化和瘋狂。而此時此刻，在林地深處，夢魘之王薩維斯正在腐化他最大的獵物。,1466,1411843,1411855,1411867,1411849,1,0,0
767,奈薩里奧巢穴,這個巢穴曾經是大地守護者奈薩里奧的家，也就是後來的死亡之翼。奈薩里奧殞落以後，崇拜他的卓格巴便將巢穴改建為首都。現在卓格巴的領袖達古爾在這裡興師動眾，由於他持有卡茲格羅斯之錘，軍力不容小覷。如果不處理這支軍隊，他們極有可能摧毀高嶺，甚至影響整個艾澤拉斯的安危。,1458,1450570,1450574,1450576,1450572,1,0,0
768,翡翠夢魘,泰坦創造的翡翠夢境，可以視為艾澤拉斯的藍圖，這是一面碧綠、美好的鏡子，也是艾澤拉斯如果沒有遭受所謂的文明污染的話，應該有的模樣。許多年以來，德魯伊和一些特別親近自然的守衛者都發現翡翠夢境有些令人不安的異狀，而現在隨著燃燒軍團入侵，夢魘之王薩維斯肆虐，腐化的跡象也隨之孳衍。如果不趕緊根除腐化，整個艾澤拉斯都有可能被吞噬。,1520,1452686,1452687,1452699,1452688,0,0,0
777,紫羅蘭堡之襲,繼北裂境的戰役，以及藍龍軍團攻擊紫羅蘭堡之後，這座監牢已經修復，現在用來拘禁巫妖王最危險的僕從。達拉然為了對抗燃燒軍團移至破碎群島上空，令人不安的黑影卻籠罩著祈倫托，隨時可能由內部發動攻擊。,1544,1498147,1498155,1498159,1498151,0,0,0
786,暗夜堡,暗夜堡不僅是破碎群島最巨大的建築，更是艾澤拉斯數一數二的宏偉建物，可視為夜裔文化的成就和證明。數百年來蘇拉瑪爾仰賴夜井的秘法泉源，而暗夜堡倚其而立，亦成了免於威脅紛擾的庇護所。然而現在魔化風暴遮蔽伊露恩神殿的天空，古爾丹也佔據了暗夜堡。所有的威脅紛擾皆由此地而生，而非結束。,1530,1450571,1450575,1450577,1450573,0,0,0
800,眾星之廷,即使燃燒軍團還在蘇拉瑪爾的街頭巡邏，將整座偉大的城市籠罩於陰影之中，夜裔貴族名流仍然堅持他們的傳統與習慣。就在這美麗的夜晚，冷冽的空氣中依稀可聞人群的歡笑聲，貴族區最豪華的別墅大門敞開，正在舉辦一場豪華的盛宴。有人說雖然近期局勢動盪，但大博學者艾莉珊德為了安撫她最親近的盟友，也會在宴會露面。,1571,1498148,1498156,1498160,1498152,1,0,0
822,破碎群島,在大崩裂毀壞大地之前，古老的精靈首都蘇拉瑪爾曾是精靈文化的搖籃。夜井的力量雖然保全了蘇拉瑪爾，但周圍的土地卻傷痕累累，四分五裂。現在，古爾丹喚醒薩格拉斯之墓，從高嶺的牛頭人營地，到維爾薩拉的德魯伊林地，到盤據斯鐸海姆的維酷領地，整個破碎群島都籠罩於燃燒的暗影。,1520,1411842,1411854,1411866,1411848,2,0,0
860,重返卡拉贊,打從一開始，這座神秘的黑暗高塔就和提里斯法守護者的歷史緊緊交織。它曾是艾澤拉斯對抗燃燒軍團的重要壁壘，但很不幸地，高塔的主人麥迪文背叛了艾澤拉斯，繼而破壞守護者的傳承。這一切都讓燃燒軍團對卡拉贊特別感興趣，它們將不惜一切代價，讓卡拉贊成為侵略艾澤拉斯的重要前哨。,1651,1537279,1537283,1537287,1537281,0,0,0
861,勇氣試煉,自從洛肯背叛以來，歐丁就一直被困在英靈殿裡，而黑爾雅卻不擇手段，奪取華爾拉亞的英靈。最近，因為燃燒軍團的入侵，許多英雄來到斯鐸海姆這片土地。這些強大而意志堅定的勇士，是推翻黑爾雅統治的契機。因此，歐丁決定召喚這群英雄，進行最終的試煉。,1648,1537280,1537284,1537288,1537282,0,0,0
875,薩格拉斯之墓,艾格文用了這座神聖的伊露恩神殿封印薩格拉斯被擊敗的化身。她希望化身深埋在地底就此長眠，但力量的誘惑不斷吸引邪惡的生物來到這個地方。古爾丹重新回到薩格拉斯之墓時，他破壞了艾格文的結界，開通燃燒軍團入侵的洞口。現在，惡魔大軍不斷攻擊封印化身的房間，企圖取回主人的力量。,1676,1616104,1616106,1616207,1616105,0,0,0
900,永夜聖殿,薩格拉斯之墓的上層房間曾經是崇奉伊露恩的聖所。自從燃燒軍團入侵以後，邪惡的爪牙玷汙了聖地，腐化了神殿。現在，這裡將發生決定入侵成敗的戰役。軍團之殞部隊直接與惡魔軍隊交手的同時，一小群英雄潛入聖殿的上層，致力將阿格拉瑪之盾歸還到原來的位置。,1677,1616892,1616922,1616925,1616920,0,0,0
945,三傑議會之座,"三傑議會之座的雄偉殿堂原本是阿古斯的統治中樞…直到埃雷達爾決定歸順於薩格拉斯。費倫反抗薩格拉斯，選擇帶著部分人民逃亡，讓基爾加丹十分憤怒。他下令讓三傑議會之座從此荒廢，象徵往事已逝…以及追隨燃燒軍團的決心。

原本富麗堂皇的殿堂如今被暗影吞噬。三傑議會之座現在不斷散發黑暗能量，也因此許多人為想利用虛無的力量，紛紛聚集此地。",1753,1718202,1718213,1718526,1718205,0,0,0
946,安托洛斯，燃燒王座,"安托洛斯，燃燒王座位於阿古斯的核心。薩格拉斯從這裡發號施令，指揮燃燒的遠征征伐整個宇宙。

在燃燒王座那幾乎無法潛入的深處，原始的力量正在被鑄造成為具有毀滅巨力的武器。若是讓這股力量崛起為它的主人效力，萬物的末日就要來臨了。",1712,1718200,1718211,1718524,1718203,0,0,0
959,侵略點,"燃燒軍團從阿古斯大本營設置了為數眾多的傳送門，這些傳送門像瘟疫一樣通往宇宙各地，被用來掠奪無數世界的資源。當地居民往往淪為奴隸，被迫對黑暗泰坦效忠，如果貿然反抗就會慢慢被折磨至死，下場極為悲慘。

如果不能解救這些世界，燃燒的遠征最終一定會吞噬全宇宙，只留下灰燼和毀滅。",1520,1718201,1718212,1718525,1718204,2,0,0
968,阿塔達薩,數千年來，贊達拉歷代的國王都在阿塔達薩的墓穴中長眠，在高峻的穆賈巴山頂上與世隔絕。這些金字塔隨著每任國王變得越來越宏偉，不斷有新的房間為了存放死者的財富而擴建。現在，先知祖爾和他忠心的將領亞茲瑪腐化了這些原本嶄新的大廳，要扭曲遠古諸王的力量，用以實現他們黑暗的詭計。,1763,1778888,1778892,1778896,1778890,0,0,0
1001,自由港,自由港向來是海盜、無賴以及想擺脫庫爾提拉斯控制的人的庇護所。現在，鐵潮劫掠者以嚴苛的手腕統治這座城鎮，並且逼迫許多的海盜船員加入他們。在這些海盜集結人手的時候，一小群英雄必須潛入鎮上消滅他們的領導人，以瓦解這群勢力越來越壯大的冷血殺手。,1754,1778889,1778893,1778897,1778891,0,0,0
1002,托達戈爾,托達戈爾原本是一座戒備森嚴的監獄，後來被艾胥凡公司買下並負責管理。現在，只要任何人敢和艾胥凡貿易公司作對，就會被丟進這裡不知何時才能出去。,1771,2177519,2178276,2178737,2177730,0,0,0
1012,晶喜鎮！,凱贊島在卡亞羅山爆發時被撕裂，而在薩格拉斯之劍刺入艾澤拉斯之後冒出豐富的艾澤萊晶岩。瑞茲當克老大為了大賺一筆並鞏固他貿易親王的頭銜，把風險投資公司的主力放在將艾澤萊晶岩武器化，然後再賣給出價最高的金主。,1594,2177517,2178274,2178735,2177728,0,0,0
1021,威奎斯特莊園,威奎斯特莊園這座氣派的宮殿一度住著統治著佐司瓦的家族。自從威奎斯特領主和夫人不知為何突然將自己關在裡面之後，就成為黑暗謠言的中心。鎮民的話題時常圍繞著邪惡的儀式、在夜裡失蹤的人民，還有可怕的尖叫聲從屋子裡透出來。在這片耳語當中，只有一件事可以確定，那就是在威奎斯特莊園內的確暗藏著邪惡。,1862,2177521,2178278,2178742,2177732,0,0,0
1022,幽腐深窟,在納茲米爾的沼地深處，於地表下蔓延著荒疫。若是不立刻將之淨化，就會像疫病般地迅速席捲大地，所到之處什麼都不留，只剩下膿瘡。,1841,2177518,2178275,2178736,2177729,0,0,0
1023,波拉勒斯圍城戰,艾胥凡女士對弱化的主城防禦釋放出她的怒火。在波拉勒斯陷入烈焰時，一小群英雄必須平息這場混亂，阻止艾胥凡統治這個區域的計畫。,1822,2177515,2178272,2178733,2177726,0,0,0
1028,艾澤拉斯,雖然有許多會對艾澤拉斯的和平造成威脅的恐怖勢力都已被關進古老的地牢或是高空中的堡壘，但還是有其他的威脅明目張膽地橫行在這片天空之下。懂得自保的聰明人會躲起來，但榮耀將歸於敢挑戰最強敵人的英雄。,1861,2177522,2178279,2178743,2177733,2,0,0
1030,瑟沙利斯神廟,數百年前，一位強大的毒蛇羅亞瑟沙利斯犧牲自己，阻止謎思拉克斯將他的主人帶進艾澤拉斯。在這場大戰之後，她忠誠的追隨者運走她的遺骨並圍繞遺骨建造了一座神殿，耐心地等待她重生。現在，有一股黑暗勢力在這座神殿中蠢動，要扭曲她的力量進行邪惡的計畫。,1877,2177516,2178273,2178734,2177727,0,0,0
1031,奧迪爾,數千年前，泰坦為了要了解他們永恆敵人的特質，建造出這座蜿蜒的地下設施，對找到的樣本進行研究與淨化。他們希望藉由研究上古之神身上的虛無能量學習其弱點和反應，以找出消滅它們的方式。這是個可怕的錯誤。他們將設施封印起來，以免其中的恐怖事物跑到艾澤拉斯。但現在，封印被解開了…,1861,2177520,2178277,2178738,2177731,0,0,0
1036,風暴聖壇,風暴聖壇是斯陀頌恩家族和浪潮賢者的權力中心。艦隊會在此接受祝福，確保庫爾提拉斯艦隊能所向披靡。然而，一股黑暗勢力腐化了這片神聖之地，並威脅要永遠奪走對庫爾提拉斯艦隊的控制。,1864,2177514,2178271,2178732,2177725,0,0,0
1041,諸王之眠,"贊達拉最神聖的地方當屬諸王之眠了。統治著贊達拉帝國的歷任國王、征服者或暴君都長眠在這座宏偉的亡者之城，身體和靈魂都在此受到保存。

有史以來，只有贊達拉祭司和皇室成員才得以通行，但是隨著祖爾的黑暗魔法逐漸滲透這座墓穴，你必須冒險進入此地，消滅盤據在內的黑暗。",1762,2177512,2178269,2178730,2177723,0,0,0
1176,達薩亞洛之戰,在很久以前，達薩亞洛就已經是強大贊達拉帝國的首都。這裡的守衛擋下了無數次要取神王拉斯塔哈性命的威脅，這座城市本身也從古到今度過了無數試煉。然而戰爭蔓延到了祖達薩海岸，聯盟決定對黃金金字塔發動大膽的進攻，企圖斬斷贊達拉食人妖和部落之間的聯繫。,2070,2482731,2482729,2482693,2482732,0,0,0
1177,風暴邪淵,有股邪惡長期潛伏在風暴聖壇之下作祟。讓斯陀頌恩領主發瘋的低語，在深淵當中與有著怪異力量的海妖輓歌共鳴著。服從的人正準備黑暗儀式，執行他們主人的意志。不論是多可怕的計畫在背後推動著他們的狂熱奉獻，有件事是確定的，那就是一定要阻止他們。,2096,2498192,2498193,2498195,2498194,0,0,0
1178,機械岡行動,伊拉敏王子帶領著一群出乎意料的盟友，賭上性命深入機械岡執行任務。這是一場與時間的賽跑，他們必須戰勝機械岡國王的機械怪物大軍，在他的末日裝置將艾澤拉斯的所有生靈消滅之前，擊敗這位瘋狂天才。,2097,3025319,3025325,3025336,3025327,0,0,0
1179,永恆宮殿,一萬年前，在海水淹沒辛艾薩拉時，艾薩拉女王與恩若司達成了一個黑暗交易，將她的忠實臣民變形為邪惡的納迦。經過數千年的殘酷征戰，艾薩拉在舊時的廢墟中建立起新的帝國，過去差點將她吞噬的深淵，現在已由她掌握。身為親切的主人，她要邀請聯盟和部落的人們一同進入她永恆的宮殿，見證她光榮的崛起…和他們的終極消亡。,2164,3025318,3025320,3025335,3025326,0,0,0
1180,奈奧羅薩，甦醒之城,沉睡之城奈奧羅薩如今已甦醒過來。在恩若司的號令下，黑暗帝國的大軍意圖染指這個世界，依據其主人的願景改變這個世界。現在只剩最後一線生機：運用修復的泰坦熔爐，徹底消滅腐化者。可是為了讓熔爐能量能夠對準恩若司，艾澤拉斯的勇士們必須深入敵陣，在古神的可怕國度中展開最終的對決。,2217,3221462,3221463,3221466,3221464,0,0,0
1182,死靈戰地,瑪卓薩斯原本肩負保衛暗影之境的責任，卻出乎所有人意料，派出軍隊進攻勇氣神殿。他們不只掠奪靈魄，還將殺死的琪瑞安用於他們黑暗的實驗。如果坐視不管，亡城佐拉慕斯的死靈軍隊將會肆虐整個昇靈堡，將一切破壞殆盡。,2286,3759900,3759910,3759930,3759920,0,0,0
1183,瘟疫之臨,在毀滅的瘟疫家族下方，隱藏著瑪卓薩斯有史以來最具破壞力的力量之一。渴望獲得這股力量的人，在遍佈瘟疫的殘骸裡爭相搜尋，希望能將這種武器據為己有。獲得這個寶物的人，將能左右暗影之境的命運。,2289,3759901,3759911,3759931,3759921,0,0,0
1184,特那希迷霧,稱為特那希的蒼翠林地曾是妖精不遺餘力保護的地方，因為據說這裡是個埋藏上古秘密的聖地。根據傳說的警告，旅行者只要稍有不慎，就會迷失方向，永遠徘徊在迷霧籠罩的無數小徑上。但隨著乾旱讓亞登曠野的森林逐漸枯萎，敵人蜂擁而至，試圖掠奪林地豐沛的魔力。就連亞登曠野的原住民也在飢餓與絕望的驅使下，吞噬了凜冬女王無比珍視的事物。,2290,3759899,3759909,3759929,3759919,0,0,0
1185,贖罪之殿,在控罪者的領導下，贖罪之殿原是瑞文崔斯履行使命的設施。儘管裡面充滿著苦難與罪孽，但這一切都是為了救贖靈魂，使他們不至於墮入淵喉。然而，最近接掌贖罪之殿的宮務大臣卻將其用於私利，大肆榨取靈魄，經常將靈魂壓榨到無法救贖的地步。需要有人挺身而出，將贖罪之殿墮落的邪惡勢力一網打盡。,2287,3759898,3759908,3759928,3759918,0,0,0
1186,晉升之巔,漂浮在雲層中的晉升之巔代表著琪瑞安至高無上的理想，也是御靈者的權柄象徵。無數紀元來，未曾遭受質疑和挑戰，昇靈堡的統治者一向是盡責、奉獻等美德的化身。但是靈魄乾旱和局勢不穩讓晉升者的信仰體制出現裂痕，在御靈者最信賴的追隨者被邪惡蠱惑叛離時，她的統治正面臨難以想像的危機。,2285,3759903,3759913,3759933,3759923,0,0,0
1187,苦痛劇場,在瑪卓薩斯，你必須不斷接受考驗和評量，才能成為保衛暗影之境的戰士。想要證明自己，最好的地方就是苦痛劇場。無數爭奪者在此一較高下，只希望有朝一日能與最強勇士決鬥。殘忍！破壞！暴力！當然還有痛苦！只有最強的人才能成為其家族的勇士，而所謂的最強的人，當然只能有一個。,2293,3759904,3759914,3759934,3759924,0,0,0
1188,彼界境地,伯昂撒姆第偷偷在暗影之境佔據了一塊地盤，他稱之為彼界境地。當死者開始不斷流進淵喉時，伯昂撒姆第藏了一些靈魂在他的秘密基地，確保他的食人妖追隨者安然無恙。不過這行為破壞了他與繆薩拉的古老協議，現在這個遠古羅亞前來收割這些靈魂，以及消滅他們的照料者。如果伯昂撒姆第想全身而退，並且保護其中的靈魂，就需要有人助他一臂之力。,2291,3759905,3759915,3759935,3759925,0,0,0
1189,血紅深淵,納撒亞城的深處座落著名為血紅深淵的監獄，專門用來關押戴納瑟斯王最在意的反對者。這裡的囚犯都被關了無數紀元，身上的靈魄被抽取出來，用於各種研究。罪殞城的反抗勢力得知那裡面關了一個囚犯，或許能讓他們在與戴納瑟斯王的抗衡中佔上風，正在徵求勇士去救出那個人。,2284,3759902,3759912,3759932,3759922,0,0,0
1190,納撒亞城,戴納瑟斯王統治瑞文崔斯的所有百姓，要他們從傲慢的靈魂收割靈魄。但是在乾旱與恐懼席捲了暗影之境後，戴納瑟斯王揭露了他真正的意圖。高貴的雷納瑟王子決定挺身反抗原本的主宰，他召集了剩下的盟友，打算孤注一擲潛入納撒亞城，一舉推翻戴納瑟斯王。,2296,3759896,3759906,3759926,3759916,0,0,0
1192,暗影之境,暗影之境是凡人世界艾澤拉斯之外的死亡界域，亡者的靈魂都會來到這裡。審斷者擁有無與倫比的力量，過去負責引導靈魂前往不同的來世。如今，所有靈魂都被送進淵喉，受到永無止盡的折磨。暗影之境的居民，包含昇靈堡愛好和平的琪瑞安、亞登曠野的暗夜妖精、瑞文崔斯狡詐的汎希爾，以及瑪卓薩斯好戰的死靈領主，現在都必須彼此合作，阻止靈魂繼續流向淵喉。,2559,3850568,3850569,3850571,3850570,2,0,0
1193,統御聖所,長久以來，閻獄之主都被束縛在淵喉之中。如今，他的無盡大軍正在集結，試圖併吞奧睿博司。在這生死存亡之際，伯瓦爾率領僅存的盟友攻入托迦司的核心地帶，在閻獄之主最強大的地方正面迎戰這個敵人。,2450,4182018,4182020,4181530,4182023,0,0,0
1194,『帷幕市集』塔札維許,冷酷無情的集團首領索利亞在進行跨界域的搶案，以奪取有關創先者的秘密。唯一站出來反抗她的，只有遭人唾棄的仲介者亞爾達利以及他那幫雜牌軍。他們必須穿過神秘的帷幕市集，並趕在索利亞取得禁忌的力量之前阻止她。,2441,4182019,4182022,4181531,4182024,0,0,0
1195,首創者聖塚,閻獄之主入侵了暗影之境的神祕核心：首創者聖塚。如果他奪下裡頭的原始力量，就會將整個宇宙重塑，使一切受死亡支配。佐瓦爾準備統御現實世界的同時，艾澤拉斯的勇士則奮勇前去阻止。勇士們的決心能勝過佐瓦爾的意志嗎？,2481,4423751,4423752,4423750,4425895,0,0,0
1196,蕨皮谷,蕨皮谷是巨龍群島上最大的豺狼人聚落，也存在著難以言喻的危險。腐朽之息從谷中滲漏出來，在蒼藍高地上的豺狼人部落中擴散開來，那裡的所有生命都岌岌可危。蕨皮一族的領袖住在蕨皮谷的心臟地帶，她有寶貴知識，但只願意分享給她那些早已凋零的同胞。,2520,4742820,4742923,4746635,4742933,0,0,0
1197,奧達曼：提爾的遺產,"奧達曼是一座非常古老的泰坦設施。在很久以前，英勇守衛者提爾的盟友將諾甘農圓盤藏在這裡。

當雅立史卓莎女王回到巨龍群島後，她得知了奧達曼還藏了另外一片圓盤，圓盤裡頭保留著提爾本人的記憶。她相信取得提爾的記憶是恢復守護巨龍之力的關鍵，於是請求凡人盟友的幫助，希望能克服奧達曼的重重難關，找到提爾的記憶，藉此保護龍族的未來。",2451,4742827,4742930,4746642,4742940,0,0,0
