OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID,VisibleSpellID
,,學習一項你所選擇的次要專精。,59414,0,0,0,0
,,製作文物記錄商品時，+$ev1點$en1。,59415,0,0,0,0
,,學習一項你所選擇的次要專精。,59416,0,0,0,0
,,製作文物記錄商品時，+$ev1點$en1。,59417,0,0,0,0
,,學習使用額外材料，在製作暗月套卡盒時，提高物品等級。,59418,0,0,0,0
文物記錄,,從事各種文物記錄工作時獲得強化，在此專精中每投入1點，獲得+$ev1點$en1。|n|n文物記錄商品包含暗月套卡盒、合約、書狀、龍族概論和鱗系符印。,59419,0,4638485,0,0
烏鱗符印,,,59420,0,4631343,0,0
銅鱗符印,,,59421,0,4631345,0,0
智鱗符印,,,59422,0,4631346,0,0
燼鱗符印,,,59423,0,4631347,0,0
蒼鱗符印,,,59424,0,4631344,0,0
鱗片符印,,,59425,0,656542,0,0
龍族概論,,,59426,0,457654,0,0
合約和書狀,,,59427,0,4549158,0,0
共享知識,,,59428,0,458721,0,0
大地,,,59429,0,4554983,0,0
空氣,,,59430,0,4554973,0,0
冰霜,,,59431,0,4555003,0,0
火焰,,,59432,0,4554993,0,0
暗月奧秘,,,59433,0,4644011,0,0
文物記錄,,專精於書寫書狀、合約和概論，以及探索暗月卡和暗月套卡的奧秘。,59434,0,4638485,0,0
,,學會如何製作$@spellname382358，使你每天獲得一次各式各樣的簡易投擲炸彈。,72222,382358,0,0,0
,,製作簡易投擲炸彈時，+$ev1點$en1。,72223,0,0,0,0
,,製作簡易投擲炸彈時，+$ev1點$en1。,72224,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作簡易投擲炸彈時提高技能。,72225,382381,0,0,0
,,製作簡易投擲炸彈時，+$ev1點$en1。,72226,0,0,0,0
,,製作簡易投擲炸彈時，+$ev1點$en1。,72227,0,0,0,0
,,每當你製作炸彈時，若該炸彈適用的話，有一定機率發想出其簡易投擲版本的結構圖。|n|n你還可以製造$@spellname382345，這是簡易投擲炸彈的重要組件。,72228,382345,0,0,0
簡易投擲,,專精於製造簡易投擲炸彈，這類炸藥價格高昂，卻極為安全，適合非工程師的玩家使用。在此專精中每投入1點，製作簡易投擲炸彈時獲得+$ev1點$en1。,72229,0,4548870,0,0
,,學會如何製作$@spellname382354，使你每天獲得一次各式各樣的炸彈。,72230,382354,0,0,0
,,製作危險炸彈時，+$ev1點$en1。,72231,0,0,0,0
,,製作危險炸彈時，+$ev1點$en1。,72232,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作危險炸彈時提高技能。,72233,382381,0,0,0
,,製作危險炸彈時，+$ev1點$en1。,72234,0,0,0,0
,,挖掘炸彈造成的肉堆時，有一定機率獲得堪用的零件。,72235,0,0,0,0
,,進一步了解如何處理自己的死亡陷阱，降低炸彈直接炸臉的可能性。,72236,0,0,0,0
短引信,,專精於製造和使用未配備安全引信的炸彈。在此專精中每投入1點，製作正常炸彈時獲得$ev1點$en1。,72237,0,465879,0,0
,,學習如何使用備用零件最後加工材料，製作任何類型的炸彈。,72238,0,0,0,0
,,每次製作一般炸彈時，有極低機率一併製造該炸彈的品質1簡易投擲版，但你必須先知道其結構圖。,72239,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72240,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72241,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72242,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72243,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72244,0,0,0,0
創造,,製造所有炸彈時進一步獲得強化，在此專精中每投入1點，製作炸彈時獲得+$ev1點$en1。,72245,0,133715,0,0
,,學會如何製作$@spellname382353，可讓你每天在巨龍群島上造成一次大範圍巨量傷害。,72246,382353,0,0,0
,,在巨龍群島上，炸彈造成的傷害提高。,72247,0,0,0,0
,,學習最後一項次要專精。,72248,0,0,0,0
,,製作炸彈時，+$ev1點$en1。,72249,0,0,0,0
,,在巨龍群島戶外區域使用炸彈後，其冷卻時間縮短。,72250,0,0,0,0
,,學習一項你所選擇的次要專精。,72251,0,0,0,0
,,進一步了解如何處理自己的死亡陷阱，降低炸彈直接炸臉的可能性。,72252,0,0,0,0
,,學習一項你所選擇的次要專精。,72253,0,0,0,0
,,製作炸彈速度提高$ev1%。,72254,0,0,0,0
炸藥,,製造所有類型的炸彈時獲得強化，在此專精中每投入1點，製作炸彈時獲得+$ev1點$en1。,72255,0,133035,0,0
簡易投擲,,,72256,0,4548870,0,0
短引信,,,72257,0,465879,0,0
創造,,,72258,0,133715,0,0
炸藥,,專精於製造和使用自己專用的炸藥，以及供他人使用的安全版炸藥。,72259,0,133035,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作瞄準鏡和彈藥時提高技能。,72260,382381,0,0,0
,,製作瞄準鏡和彈藥時，+$ev1點$en1。,72261,0,0,0,0
,,學會如何製作$@spellname382326，根據正在攻擊的目標類型，這種武器瞄準鏡可賦予對應屬性。,72262,382326,0,0,0
,,製作瞄準鏡和彈藥時，+$ev1點$en1。,72263,0,0,0,0
,,學會如何製作$@spellname382366，這組彈藥可使目標流血，造成少量傷害。,72264,382366,0,0,0
,,製作瞄準鏡和彈藥時，+$ev1點$en1。,72265,0,0,0,0
,,學會如何製作$@spellname382365，這組彈藥可透過遠程武器攻擊，造成少量範圍傷害。,72266,382365,0,0,0
用品,,製造彈藥和瞄準鏡時獲得進一步強化。在此專精中每投入1點，獲得+$ev1點$en1。,72267,0,4548896,0,0
,,學習如何使用榫輪將工程學護腕校準至特定屬性。,72268,0,0,0,0
,,製作榫輪和額外材料時，+$ev1點$en1。,72269,0,0,0,0
,,你可從失敗中獲得許多寶貴經驗。每當你的技工裝置故障時，有一定機率發想出安全材料的設計圖，這種額外材料可以變更技工裝置的表現。|n|n你現在可將安全材料嵌入自製的裝備中。,72270,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作專業技能裝備、榫輪和額外材料時提高技能。,72271,382381,0,0,0
,,學會如何製作$@spellname382351，這種額外材料會使治療法術和技能朝目標發射治療鏢。,72272,382351,0,0,0
,,製作專業技能裝備、榫輪和額外材料時，+$ev1點$en1。,72273,0,0,0,0
,,每當你製作$@spellname382378時，有一定機率發想出榫輪的結構圖。這些榫輪可在製作史詩護目鏡時使用，為其附加一項你選定的次要屬性。,72274,0,0,0,0
一應俱全,,製造專業技能裝備、榫輪和額外材料時獲得進一步強化。在此專精中每投入1點，製作時獲得+$ev1點$en1。,72275,0,4548893,0,0
,,學習如何使用裝飾額外材料強化自製史詩槍械，使其獲得獨特的強大效果。,72276,0,0,0,0
,,製作戰鬥裝備時，+$ev1點$en1。,72277,0,0,0,0
,,製作戰鬥裝備時，+$ev1點$en1。,72278,0,0,0,0
,,學習如何使用銘文學製造的書狀，指定自製槍械的次要屬性。,72279,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作戰鬥裝備時提高技能。,72280,382381,0,0,0
,,學習如何在製作戰鬥裝備時注入材料，提高其威力。,72281,0,0,0,0
,,製作戰鬥裝備時，+$ev1點$en1。,72282,0,0,0,0
,,每當你製作戰鬥裝備時，有一定機率發想出任何人都能使用的史詩護腕結構圖，這對護腕配有技工裝置插槽。,72283,0,0,0,0
裝備,,製造戰鬥裝備時獲得進一步強化。在此專精中每投入1點，製作時獲得+$ev1點$en1。,72284,0,4741994,0,0
,,製作裝備和其強化裝置時，+$ev1點$en1。,72285,0,0,0,0
,,製作裝備和其強化裝置時，+$ev1點$en1。,72286,0,0,0,0
,,學習最後一項次要專精。,72287,0,0,0,0
,,製作裝備和其強化裝置時，+$ev1點$en1。,72288,0,0,0,0
,,製作裝備和其強化裝置時，+$ev1點$en1。,72289,0,0,0,0
,,學習一項你所選擇的次要專精。,72290,0,0,0,0
,,解鎖在裝備上使用備用零件的能力。,72291,0,0,0,0
,,學習一項你所選擇的次要專精。,72292,0,0,0,0
,,製作裝備和其強化裝置時，+$ev1%製作速度。,72293,0,0,0,0
實用主義,,專精於製造冒險者和工匠日常使用的實用物品。製作裝備和其強化裝置時，獲得+$ev1點$en1。,72294,0,896469,0,0
用品,,,72295,0,4548896,0,0
一應俱全,,,72296,0,4548893,0,0
裝備,,,72297,0,4741994,0,0
實用主義,,專精於製造戰鬥和專業技能裝備，以及自訂裝備的物品。,72298,0,896469,0,0
,,學習如何利用散落在巨龍群島各地的信號發送器，以三角測量將龍洞產生器定位至特定位置。,72299,0,0,0,0
,,學會如何製作$@spellname382369，這個玩具可以讓隊伍和團隊成員以意外卻熟悉的方式，感知其周圍環境。,72300,382369,0,0,0
,,學會如何製作$@spellname382370，這個玩具可以讓你看見充滿豺狼人的世界。,72301,382370,0,0,0
,,學會如何製作$@spellname382371，這個玩具會讓你一飛沖天！至於安全方面，你說了算。,72302,382371,0,0,0
,,學會如何製作$@spellname382408，這個玩具能夠暫時重新排列基因組合，你只要說服對方站上去就行了。,72303,382408,0,0,0
,,學會如何製作$@spellname382368，這個玩具可以讓隊伍和團隊成員依個人意願體驗艾澤拉斯的極端天氣。,72304,382368,0,0,0
,,每次製作巨龍軍團煙火時，都會立刻免費釋放一個。,72305,0,0,0,0
新奇作品,,擁抱自己的異想天開，學習如何製造各種安全無比的發明，為自己和身邊的人帶來樂趣。此外，在此專精中每投入1點，精妙突破會返還額外$ev1%消耗在製作工程學商品上的專注。,72306,0,3610508,0,0
,,製作技工裝置時，+$ev1點$en1。,72307,0,0,0,0
,,進一步了解你能夠製造的混亂，降低技工裝置故障的可能性。,72308,0,0,0,0
,,製作技工裝置時，+$ev1點$en1。,72309,0,0,0,0
,,學會如何製作$@spellname393796，可用來在戰鬥中復活死亡的盟友。,72310,393796,0,0,0
,,製作技工裝置時，+$ev1點$en1。,72311,0,0,0,0
,,製作技工裝置時，+$ev1點$en1。,72312,0,0,0,0
,,更加了解你能夠製造的混亂，降低技工裝置故障的可能性。,72313,0,0,0,0
,,你的技工裝置不會再發生災難性故障。,72314,0,0,0,0
發明,,製造和使用技工裝置時獲得具體的進一步強化，而不只是一些小玩意。製作技工裝置時，+$ev1點$en1。,72315,0,3610511,0,0
,,學會如何製作$@spellname382328，這個友善又實用的機器人會幫忙加油打氣，並在玩家不幸死亡時，為隊伍施放復活術。,72316,382328,0,0,0
,,讓你更加了解自己的炸藥和裝置，降低技工裝置故障和炸彈直接炸臉的可能性。,72317,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作裝置和技工裝置時提高技能。,72318,382381,0,0,0
,,學習最後一項次要專精。,72319,0,0,0,0
,,龍洞產生器的冷卻時間縮短50%。,72320,0,0,0,0
,,學習如何使用備用零件最後加工材料，製作裝置和技工裝置。,72321,0,0,0,0
,,學習一項你所選擇的次要專精。,72322,0,0,0,0
,,你放置的可攜式工作站持續時間延長一倍。,72323,0,0,0,0
,,學會如何製作$@spellname382367，協助在巨龍群島各地移動，但前提是你不能太挑剔。,72324,382367,0,0,0
機械心靈,,專精於製造和使用精密器械、機件、螺旋和技工裝置。在你身為工程師的成長過程中，這份知識的價值絕對難以估計。在此專精中每投入1點，製作工程學物品時獲得$ev1點$en1。,72325,0,136125,0,0
新奇作品,,,72326,0,3610508,0,0
發明,,,72327,0,3610511,0,0
機械心靈,,專精於製造和使用提供便利或歡樂的小東西，以及為裝備增加新能力的技工裝置模組。,72328,0,136125,0,0
,,製作工程學物品時，+$ev1點$en1。,72329,0,0,0,0
,,降低炸彈直接炸臉和技工裝置故障的可能性。,72330,0,0,0,0
,,製作工程學物品時，+$ev1點$en1。,72331,0,0,0,0
,,工程學速度提高$ev1%。,72332,0,0,0,0
,,製作工程學物品時，+$ev1點$en1。,72333,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72334,0,0,0,0
,,製作工程學物品時，+$ev1點$en1。,72335,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72336,0,0,0,0
,,工程學速度提高$ev1%。,72337,0,0,0,0
全面發展,,專精於各種實用但不特定的技術，強化身為工程師的整體能力。在此專精中每投入1點，製作所有工程學物品時獲得+$ev1點$en1。,72338,0,4620673,0,0
,,$@spellname382374有一定機率發現獨特的寶藏！,72339,0,0,0,0
,,製作工程學物品時，+$ev1點$en1。,72340,0,0,0,0
,,製作所有工程學物品時，精明可返還+$ev1%材料。,72341,0,0,0,0
,,使用技工裝置或投擲炸彈時，有極低機率額外回收碎塊。,72342,0,0,0,0
,,學會如何製作$@spellname387246，可以讓使用者在殺死強大的元素生物時收割其靈魂。,72343,387246,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72344,0,0,0,0
,,$@spellname382374有一定機率發現未損壞的零件，可用於製造物品。,72345,0,0,0,0
,,製作所有工程學物品時，精明可額外節省$ev1%材料。,72346,0,0,0,0
,,每次使用技工裝置或投擲炸彈時，有一定機率回收一片碎塊。你可以使用$@spellname382374發掘垃圾組件，兜售給不知情的買家。,72347,382374,0,0,0
拆解,,專精於讓看似沒用的垃圾發揮最大效用。在此專精中每投入1點，製作所有工程學物品時，精明可額外節省$ev1%材料。,72348,0,2915728,0,0
,,每次製造基本工程學零件時，都有極低機率獲得一個隨機喚醒元素。,72349,0,0,0,0
,,製作材料時，+$ev1點$en1。,72350,0,0,0,0
,,製作材料時，+$ev1點$en1。,72351,0,0,0,0
,,學習製作與使用$@spellname382381最後加工材料，可在製作工程學材料時提高技能。,72352,382381,0,0,0
,,製作材料時，+$ev1點$en1。,72353,0,0,0,0
,,製作材料時，+$ev1點$en1。,72354,0,0,0,0
,,學習如何使用備用零件最後加工材料，來製作…嗯…零件。,72355,0,0,0,0
拼湊零件,,專精於製造基本零件，它們是製造各式各樣工程學商品時的必要元件。製作材料時，獲得+$ev1點$en1。,72356,0,3610527,0,0
,,精妙突破會返還額外$ev1%消耗在製作工程學商品上的專注。,72357,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72358,0,0,0,0
,,學習最後一項次要專精。,72359,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72360,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72361,0,0,0,0
,,學習一項你所選擇的次要專精。,72362,0,0,0,0
,,製作工程學物品時，+$EV1點$EN1。,72363,0,0,0,0
,,學習一項你所選擇的次要專精。,72364,0,0,0,0
最佳效率,,專精於一般注意事項和技巧，這些是所有工程師的重要技能。在此專精中每投入1點，製作工程學物品時獲得+$ev1點$en1。,72365,0,3610509,0,0
全面發展,,,72366,0,4620673,0,0
拆解,,,72367,0,2915728,0,0
拼湊零件,,,72368,0,3610527,0,0
最佳效率,,學習工程學的基礎，成為能更有效率地製作所有結構圖成品的全能者。,72369,0,3610509,0,0
,,從技法獲得更多礦石。,79564,0,0,0,0
,,採礦時，+$ev1點$en1。,79565,0,0,0,0
,,採礦時，+$ev1點$en1。,79566,0,0,0,0
,,採礦時，+$ev1點$en1。,79567,0,0,0,0
,,採礦時，+$ev1點$en1。,79568,0,0,0,0
,,採礦時，+$ev1點$en1。,79569,0,0,0,0
,,採礦時，+$ev1點$en1。,79570,0,0,0,0
整理,,提高從礦床採掘主要礦石的能力。在此專精中每投入1點，獲得+$ev1點$en1。,79571,0,4202227,0,0
,,每次採礦時，有一定機率發現寶石。,79572,0,0,0,0
,,採礦時，+$ev1點$en1。,79573,0,0,0,0
,,採礦時，+$ev1點$en1。,79574,0,0,0,0
,,採礦時，+$ev1點$en1。,79575,0,0,0,0
,,採礦時，+$ev1點$en1。,79576,0,0,0,0
,,採礦時，+$ev1點$en1。,79577,0,0,0,0
,,採礦時，+$ev1點$en1。,79578,0,0,0,0
工業化,,提高你從礦床挖掘礦石的能力，讓過程更快更有效率。採礦時，獲得+$ev1點$en1。,79579,0,4202230,0,0
,,開採豐沃的礦石礦床時，有一定機率挖到無限鑽石。,79580,0,0,0,0
,,採礦時，+$ev1點$en1。,79581,0,0,0,0
,,採礦時，+$ev1點$en1。,79582,0,0,0,0
,,採礦時，+$ev1點$en1。,79583,0,0,0,0
,,採礦時，+$ev1點$en1。,79584,0,0,0,0
,,採礦時，+$ev1點$en1。,79585,0,0,0,0
,,採礦時，+$ev1點$en1。,79586,0,0,0,0
勘測,,強化你找到礦床和從中發現稀有材料的能力。在此專精中每投入1點，獲得+$ev1點$en1。,79587,0,4202229,0,0
,,你已經精通採礦流程，在巨龍群島上，能夠一邊騎乘坐騎，一邊採集礦石。|n|n成為採礦流程的大師，在開採礦床時，也會獲得+$ev1點$en1。,79588,0,0,0,0
,,學習最後一項次要專精。,79589,0,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79590,0,0,0,0
,,學習一項你所選擇的次要專精。,79591,0,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79592,0,0,0,0
,,學習一項你所選擇的次要專精。,79593,0,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79594,0,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79595,0,0,0,0
採礦流程,,研究正確採礦技術的知識，提高採礦效率，並獲得新的採礦機會。在此專精中每投入1點，獲得+$ev1點$en1。,79596,0,4620679,0,0
整理,,,79597,0,4202227,0,0
工業化,,,79598,0,4202230,0,0
勘測,,,79599,0,4202229,0,0
採礦流程,,專精於採集效率，同時學習必要的技巧，徹底發揮自己採礦能力。,79600,0,4620679,0,0
,,精煉龍金礦石時，有極低機率發現喚醒精華。,79601,0,0,0,0
,,開採豐沃的龍金礦床時，+$ev1點$en1。,79602,0,0,0,0
,,開採龍金礦床時，+$ev1點$en1。,79603,0,0,0,0
,,開採豐沃的龍金礦床時，+$ev1點$en1。,79604,0,0,0,0
,,學習如何將龍金從品質2精煉成品質3。,79605,383795,0,0,0
,,開採龍金礦床時，+$ev1點$en1。,79606,0,0,0,0
,,開採龍金礦床時，+$ev1點$en1。,79607,0,0,0,0
,,開採龍金礦床時，+$ev1點$en1。,79608,0,0,0,0
,,開採龍金礦床時，+$ev1點$en1。,79609,0,0,0,0
龍金,,專精於了解龍金，強化你以各種方式採集和精煉這種金屬的能力。在此專精中每投入1點，開採所有龍金礦床時獲得+$ev1點$en1。,79610,0,4581144,0,0
,,精煉賽若拜岩礦石時，有極低機率發現寶石。,79611,0,0,0,0
,,開採豐沃的賽若拜岩礦床時，+$EV1點$EN1。,79612,0,0,0,0
,,學習如何將賽若拜岩從品質2精煉成品質3。,79613,383792,0,0,0
,,開採豐沃的賽若拜岩礦床時，+$EV1點$EN1。,79614,0,0,0,0
,,開採賽若拜岩礦床時，+$EV1點$EN1。,79615,0,0,0,0
,,開採賽若拜岩礦床時，+$EV1點$EN1。,79616,0,0,0,0
,,開採賽若拜岩礦床時，+$EV1點$EN1。,79617,0,0,0,0
,,開採賽若拜岩礦床時，+$EV1點$EN1。,79618,0,0,0,0
,,開採賽若拜岩礦床時，+$EV1點$EN1。,79619,0,0,0,0
賽若拜岩,,專精於了解賽若拜岩，強化你以各種方式採集和精煉這種金屬的能力。在此專精中每投入1點，開採所有賽若拜岩礦床時獲得+$ev1點$en1。,79620,0,4615906,0,0
,,學習如何將卡茲格羅岩從品質2精煉成品質3。,79621,383797,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79622,0,0,0,0
,,學習最終次專精。|n|n精煉卡茲格羅岩時，有極低機率發掘覺醒之序。,79623,0,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79624,0,0,0,0
,,學習如何將卡茲格羅岩從品質1精煉成品質2。,79625,383796,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79626,0,0,0,0
,,學習一項你所選擇的次要專精。|n|n學習如何將龍金從品質1精煉成品質2。,79627,383793,0,0,0
,,開採所有礦床時，+$ev1點$en1。,79628,0,0,0,0
,,學習如何將賽若拜岩從品質1精煉成品質2。,79629,383649,0,0,0
冶金學,,進一步了解在巨龍群島各地發現的不同金屬。專精於這條道路，將會提高你的採礦效率，並獲得將礦石精煉成更高品質的能力。在此專精中每投入1點，開採所有礦床時獲得+$ev1點$en1。,79630,0,348540,0,0
龍金,,,79631,0,4581144,0,0
賽若拜岩,,,79632,0,4615906,0,0
冶金學,,專精於採集賽若拜岩和龍金，同時持續尋找可遇不可求的卡茲格羅岩。,79633,0,348540,0,0
,,洪荒精華也會讓你的法術和技能有一定機率釋放衝擊，造成元素系傷害。,79634,0,0,0,0
,,開採所有礦床時，+$EV1點$EN1。,79635,0,0,0,0
,,開採洪荒礦床時，+$EV1點$EN1。,79636,0,0,0,0
,,開採所有礦床時，+$EV1點$EN1。,79637,0,0,0,0
,,開採任何元素礦床時，使超載的冷卻時間額外縮短5%。,79638,0,0,0,0
,,開採洪荒礦床時，+$EV1點$EN1。,79639,0,0,0,0
,,開採所有礦床時，+$EV1點$EN1。,79640,0,0,0,0
,,開採洪荒礦床時，+$EV1點$EN1。,79641,0,0,0,0
,,洪荒礦床有一定機率含有喚醒之風、喚醒之霜等礦工通常找不到的精華。,79642,0,0,0,0
洪荒專精,,擁抱洪荒礦床所蘊藏的混沌，提高採集元素精華的能力，並進一步了解混沌元素。在此專精中每投入1點，開採洪荒礦床時獲得+$ev1點$en1。,79643,0,4554461,0,0
,,超載泰坦之觸礦石現在有時會產生發光的泰坦寶珠。,79644,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79645,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79646,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79647,0,0,0,0
,,開採任何元素礦床時，使超載的冷卻時間額外縮短5%。,79648,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79649,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79650,0,0,0,0
,,開採泰坦之觸礦床時，+$ev1點$en1。,79651,0,0,0,0
,,使你與超載泰坦之觸礦床開啟的傳送門同調，讓你可以在前往目的地採礦後回到原點。,79652,0,0,0,0
泰坦之觸專精,,專精於泰坦之觸礦床，讓你可以發現傳送門，快速移動到附近的礦床，並在採礦時額外獲得精華。在此專精中每投入1點，開採泰坦之觸礦床時獲得+$ev1點$en1。,79653,0,4554462,0,0
,,開採硬化礦床時，使你獲得石盾，暫時降低受到的所有傷害。,79654,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79655,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79656,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79657,0,0,0,0
,,開採任何元素礦床時，使超載的冷卻時間額外縮短5%。,79658,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79659,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79660,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79661,0,0,0,0
,,開採硬化礦床時，+$ev1點$en1。,79662,0,0,0,0
硬化專精,,專精於硬化礦床，讓你可以額外獲得喚醒之土，並提高你開採這些礦床的效率。在此專精中每投入1點，開採硬化礦床時獲得+$ev1點$en1。,79663,0,4554457,0,0
,,開採熔火礦床時，使你獲得火元素的加持。你的技能會使敵人劇烈燃燒，持續6秒。,79664,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79665,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79666,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79667,0,0,0,0
,,開採任何元素礦床時，使超載的冷卻時間額外縮短5%。,79668,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79669,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79670,0,0,0,0
,,開採熔火礦床時，+$ev1點$en1。,79671,0,0,0,0
,,開採熔火礦床時造成的傷害降低50%。,79672,0,0,0,0
熔火專精,,專精於熔火礦床，讓你可以額外獲得喚醒之火，並提高你開採這些礦床的效率。在此專精中每投入1點，開採熔火礦床時獲得+$ev1點$en1。,79673,0,4554458,0,0
,,每當你超載時，也會隨機獲得喚醒精華。,79674,0,0,0,0
,,開採元素礦床時，+$ev1點$en1。,79675,0,0,0,0
,,學習最後一項次要專精。,79676,0,0,0,0
,,開採元素礦床時，+$ev1點$en1。,79677,0,0,0,0
,,學習一項你所選擇的次要專精。,79678,0,0,0,0
,,開採元素礦床時，+$ev1點$en1。,79679,0,0,0,0
,,學習一項你所選擇的次要專精。,79680,0,0,0,0
,,開採元素礦床時，額外獲得喚醒精華。,79681,0,0,0,0
,,學習一項你所選擇的次要專精。,79682,0,0,0,0
,,開採元素礦床時，+$ev1點$en1。,79683,0,0,0,0
,,當你開採巨龍群島原生礦石時，$@spellname388213技能的冷卻時間大幅縮短。|n|n若尚未習得可學習$@spellname388213技能。,79684,388213,0,0,0
精通元素,,元素造成的災禍在巨龍群島各地肆虐，老練的礦工發現新的技巧，能夠利用殘留在這些貴金屬中的魔法。在此專精中每投入1點，開採所有元素礦床時獲得+$ev1點$en1。,79685,0,4554441,0,0
洪荒專精,,,79686,0,4554461,0,0
泰坦之觸專精,,,79687,0,4554462,0,0
硬化專精,,,79688,0,4554457,0,0
熔火專精,,,79689,0,4554458,0,0
精通元素,,專精於開採元素礦床，並將其超載以產生各種效果。,79690,0,4554441,0,0
,,受腐朽影響時，造成傷害有一定機率對目標施加傷害性痛苦，暫時降低其施法、攻擊和移動速度。,82253,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82254,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82255,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82256,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,82257,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82258,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82259,0,0,0,0
,,採集腐朽草藥時，+$ev1點$en1。,82260,0,0,0,0
,,你對於腐朽草藥的知識讓你可以做好準備，降低被腐朽影響時受到的負面效果。,82261,0,0,0,0
腐朽專精,,專精於腐朽草藥，在此專精中每投入1點，採集這類草藥時獲得+$ev1點$en1。,82262,0,136144,0,0
,,超載泰坦之觸草藥現在有時會產生發光的泰坦寶珠。,82263,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82264,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82265,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82266,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,82267,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82268,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82269,0,0,0,0
,,採集泰坦之觸草藥時，+$ev1點$en1。,82270,0,0,0,0
,,使你與超載泰坦之觸草藥開啟的傳送門同調，讓你可以在前往目的地採集後回到原點。,82271,0,0,0,0
泰坦之觸專精,,專精於泰坦之觸草藥，在此專精中每投入1點，採集這類草藥時獲得+$ev1點$en1。,82272,0,2000855,0,0
,,超載嚴寒草藥會使你身邊出現冰霜構成的護盾，在目標初次攻擊你時，暫時將其凍結。,82273,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82274,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82275,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82276,0,0,0,0
,,少量提高採集草藥時的超載冷卻時間縮短量。,82277,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82278,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82279,0,0,0,0
,,採集嚴寒草藥時，+$ev1點$en1。,82280,0,0,0,0
,,你對於嚴寒草藥的知識讓你可以做好準備，使你在這類草藥附近行走時，不再滑倒和跌倒。,82281,0,0,0,0
嚴寒專精,,專精於嚴寒草藥，在此專精中每投入1點，採集這類草藥時獲得+$ev1點$en1。,82282,0,1033909,0,0
,,風捲草藥使你下次掉落超過40碼時，獲得緩落效果。,82283,0,0,0,0
